pathway	external_id	source	ensembl_ids
Vitamin C (ascorbate) metabolism	R-SCE-196836	Reactome	YBR241C,YNL111C,YGL104C
TRP channels	R-SCE-3295583	Reactome	YIL112W,YOR087W
Stimuli-sensing channels	R-SCE-2672351	Reactome	YIL112W,YBR086C,YJR040W,YOR087W
Ion channel transport	R-SCE-983712	Reactome	YIL112W,YJR040W,YAL026C,YDR270W,YEL031W,YBR086C,YGL167C,YIL048W,YOR291W,YGL006W,YMR162C,YOR087W
L-methionine biosynthesis	HSERMETANA-PWY-1	YeastCyc	YER091C,YLR303W,YNL277W
PRPP biosynthesis	PWY0-662	YeastCyc	YBL068W,YER099C,YHL011C,YKL181W,YOL061W
hypusine biosynthesis	PWY-5905	YeastCyc	YJR070C,YHR068W
indole-3-acetate biosynthesis V (bacteria and fungi)	PWY-5026	YeastCyc	YLR351C,YIL164C,YJL126W
HSF1-dependent transactivation	R-SCE-3371571	Reactome	YNL006W,YHR206W,YGL073W,YKL203C,YGR249W,YJR066W,YOR140W,YHR186C
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	R-SCE-5693567	Reactome	YDR386W,YBR098W,YER095W,YML032C,YOR233W
Vitamin B1 (thiamin) metabolism	R-SCE-196819	Reactome	YOR143C,YGR096W
Synthesis of glycosylphosphatidylinositol (GPI)	R-SCE-162710	Reactome	YMR281W,YJL062W,YDR302W,YKL165C,YBR004C,YJL091C,YOR149C,YGL142C
EGFR Transactivation by Gastrin	R-SCE-2179392	Reactome	YBL105C
Gastrin-CREB signalling pathway via PKC and MAPK	R-SCE-881907	Reactome	YBL016W,YGR040W,YBL105C,YHR030C,YBR028C
G alpha (q) signalling events	R-SCE-416476	Reactome	YHR005C,YBL016W,YBR028C,YPL268W,YER020W,YGR040W,YBL105C,YHR030C
superpathway of purine nucleotides <i>de novo</i> biosynthesis I	PWY-841	YeastCyc	YLR432W,YDR226W,YLR359W,YMR217W,YJL026W,YER170W,YMR300C,YHR216W,YKL067W,YGL234W,YMR120C,YCR083W,YML056C,YLR028C,YGR061C,YGR180C,YLR043C,YAR015W,YOR128C,YDR408C,YGR209C,YER070W,YNL220W,YDR454C
putrescine biosynthesis	PWY-46	YeastCyc	YKL184W
ubiquinol-6 bypass biosynthesis	PWY-7233	YeastCyc	YOR125C,YNR041C,YOL096C,YML110C
Formation of Incision Complex in GG-NER	R-SCE-5696395	Reactome	YKR094C,YPR025C,YDR079C-A,YLR005W,YIL148W,YDR314C,YIL143C,YMR201C,YDL108W,YDR311W,YPL122C,YPR056W,YDR460W,YOL133W,YLL039C,YLR167W,YEL037C,YJL047C,YER171W
nicotinate riboside salvage pathway I	PWY3O-224	YeastCyc	YNL129W
Sphingolipid de novo biosynthesis	R-SCE-1660661	Reactome	YPL087W,YDR284C,YBR265W,YJL054W,YKL008C,YJL134W,YMR110C,YKR053C,YMR272C,YHL003C,YLR260W,YDR294C,YOR171C,YDR503C
UTP and CTP dephosphorylation II	PWY-7177	YeastCyc	YJR103W,YBL039C,YER005W
Miscellaneous transport and binding events	R-SCE-5223345	Reactome	YCR075C,YOR085W,YML019W,YJL005W,YPL060W,YDR352W
aspartate degradation II	MALATE-ASPARTATE-SHUTTLE-PWY	YeastCyc	YKL106W,YDL078C,YOL126C,YLR027C,YKL085W
Regulation of HSF1-mediated heat shock response	R-SCE-3371453	Reactome	YNL307C,YBL016W,YHR206W,YGL073W,YOR140W,YMR139W,YGR040W,YGR249W,YDL079C
Cellular response to heat stress	R-SCE-3371556	Reactome	YPL240C,YNL307C,YDL079C,YNL006W,YKL117W,YHR186C,YGL073W,YKL203C,YGR249W,YJR066W,YGR040W,YMR186W,YBL016W,YDL126C,YHR206W,YMR139W,YOR140W,YNL021W
phosphatidylethanolamine biosynthesis I	PWY-5669	YeastCyc	YER026C,YNL169C,YGR170W
Vitamin B2 (riboflavin) metabolism	R-SCE-196843	Reactome	YDR236C,YDL045C,YEL016C,YCR026C
HDL remodeling	R-SCE-8964058	Reactome	YJR098C,YOL075C
Glycosphingolipid metabolism	R-SCE-1660662	Reactome	YEL016C,YCR026C,YER019W
Sphingolipid metabolism	R-SCE-428157	Reactome	YPL087W,YDR284C,YBR265W,YOR171C,YJL054W,YER019W,YKL008C,YJL134W,YMR110C,YKR053C,YMR272C,YHL003C,YLR260W,YDR294C,YEL016C,YCR026C,YDR503C
Activation of the pre-replicative complex	R-SCE-68962	Reactome	YLR274W,YIR008C,YDR121W,YBL035C,YIL150C,YPR019W,YNL262W,YBR160W,YBR202W,YDL017W,YLR103C,YGL201C,YLL004W,YEL032W,YBR278W,YJL065C,YDR052C,YJL194W,YKL045W,YBL023C,YML065W,YNL312W,YPR162C,YPR175W,YKL161C,YBR060C,YNL261W,YAR007C,YNL102W
protein <i>N</i>-glycosylation (yeast) processing in the ER	PWY-7918	YeastCyc	YJR131W,YDR221W,YBR229C,YGL027C
Gap-filling DNA repair synthesis and ligation in GG-NER	R-SCE-5696397	Reactome	YBR087W,YNL290W,YOL094C,YAR007C,YOR217W,YNL312W,YJR068W
Global Genome Nucleotide Excision Repair (GG-NER)	R-SCE-5696399	Reactome	YMR201C,YKR094C,YDR079C-A,YNL290W,YDR314C,YDL108W,YJR068W,YPR025C,YBR087W,YIL148W,YIL143C,YPL122C,YOR217W,YLL039C,YNL312W,YJL047C,YER171W,YLR005W,YOL133W,YDR311W,YDR460W,YOL094C,YPR056W,YLR167W,YEL037C,YAR007C
sucrose degradation III	PWY-621	YeastCyc	YDR516C,YGL253W,YLR446W,YBR196C,YCL040W,YFR053C,YIL162W
Resolution of Sister Chromatid Cohesion	R-SCE-2500257	Reactome	YFL008W,YDL003W,YMR076C,YPR007C,YMR001C,YJL074C,YIL026C
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	R-SCE-975956	Reactome	YGL123W,YDR025W,YMR125W,YLR333C,YKR057W,YER131W,YPL249C-A,YLR388W,YHL015W,YPL220W,YPR102C,YJL191W,YLR340W,YFL034C-A,YNL302C,YBL027W,YHL033C,YDL081C,YER165W,YIL148W,YBR084C-A,YPL178W,YJL136C,YOR096W,YKL180W,YDR450W,YOR312C,YBL087C,YOL127W,YIL018W,YDL075W,YDL061C,YMR142C,YGL031C,YER102W,YLR325C,YDR382W,YKL156W,YDR447C,YGR118W,YDR172W,YGL049C,YGR214W,YGL135W,YOL120C,YOR293W,YMR143W,YDL191W,YDR064W,YGR034W,YHL001W,YJR123W,YJL190C,YIL069C,YFR031C-A,YLR075W,YOL121C,YGL076C,YMR242C,YLL039C,YDL136W,YBR191W,YBR143C,YNL301C,YCR031C,YDR418W,YLR029C,YDR471W,YOL040C,YKR094C,YIL133C,YLR367W,YLR344W,YJL189W,YDR500C,YNL067W,YML073C,YLR061W,YGL030W,YER074W,YMR230W,YPL090C,YHR141C,YOR369C,YHR203C,YLR264W,YMR121C,YPL143W,YDR012W,YHR021C,YPL131W,YLR185W,YGR162W,YBR189W,YGR085C,YER117W,YOR063W,YBR048W,YNL162W,YLR406C,YJR145C,YML026C,YGR027C,YGL189C,YFR032C-A,YNL178W,YHR010W,YEL054C,YGL103W,YBL092W,YML063W,YDL083C,YPR132W,YBL072C,YMR080C,YBR031W,YLR448W,YLL045C,YBR181C,YOR167C,YLR167W
G alpha (12/13) signalling events	R-SCE-416482	Reactome	YHR005C,YNL090W,YNL084C,YMR232W,YER020W,YPR165W,YLR310C,YKR055W,YIL118W,YAL024C,YIR006C,YCR038C
Chromatin organization	R-SCE-4839726	Reactome	YOR064C,YER169W,YNL167C,YPL016W,YNL097C,YFL029C,YER051W,YJR119C,YMR020W,YDR096W,YBR112C,YBR034C,YOR230W,YLR210W,YOR229W,YJR082C,YMR263W,YPL139C,YER045C,YBL002W,YPL165C,YNL330C,YAL013W,YBR133C,YGR108W,YPR031W,YPR120C,YMR199W,YPR119W,YIL036W,YGR109C,YHR119W,YNL030W,YOL128C,YDL155W,YML127W,YEL056W,YMR176W,YBL052C,YIL084C,YBR195C,YDR440W,YPL001W,YKL049C,YPL256C,YHR207C,YHR090C,YBR009C,YDR224C
Nonsense-Mediated Decay (NMD)	R-SCE-927802	Reactome	YGL123W,YDR025W,YMR125W,YLR333C,YKR057W,YER131W,YPL249C-A,YLR388W,YHL015W,YPL220W,YPR102C,YJL191W,YLR340W,YFL034C-A,YNL302C,YBL027W,YHL033C,YDL081C,YER165W,YIL148W,YBR084C-A,YPL178W,YJL136C,YOR096W,YKL180W,YDR450W,YOR293W,YBL087C,YOL127W,YIL018W,YDL075W,YDL061C,YMR142C,YGL031C,YER102W,YLR325C,YDR382W,YKL156W,YDR447C,YGR118W,YDR172W,YGL049C,YGR214W,YGL135W,YOL120C,YOR312C,YMR143W,YDL191W,YDR064W,YGR034W,YHL001W,YJR123W,YHR077C,YJL190C,YIL069C,YFR031C-A,YLR264W,YOL121C,YGL076C,YMR242C,YLL039C,YDL136W,YBR191W,YBR143C,YNL301C,YCR031C,YDR418W,YLR029C,YDR471W,YOL040C,YKR094C,YIL133C,YLR367W,YLR344W,YJL189W,YDR500C,YNL067W,YDR021W,YML073C,YLR061W,YGL030W,YER074W,YMR230W,YPL090C,YHR141C,YOR369C,YLR448W,YHR203C,YMR121C,YPL143W,YDR012W,YHR021C,YGR072W,YPL131W,YLR185W,YGR162W,YBR189W,YGR085C,YER117W,YLR075W,YBR048W,YNL162W,YLR406C,YJR145C,YML026C,YGR027C,YGL189C,YFR032C-A,YNL178W,YHR010W,YEL054C,YGL103W,YBL092W,YML063W,YDL083C,YPR132W,YBL072C,YMR080C,YBR031W,YOR063W,YLL045C,YBR181C,YOR167C,YLR167W
Electron transport from NADPH to Ferredoxin	R-SCE-2395516	Reactome	YPL252C,YDR376W
Mitochondrial iron-sulfur cluster biogenesis	R-SCE-1362409	Reactome	YPL252C,YDL120W,YLL027W,YPR067W,YPL135W,YDR376W,YER048W-A,YPL059W,YCL017C
5-Phosphoribose 1-diphosphate biosynthesis	R-SCE-73843	Reactome	YBL068W,YER099C,YHL011C,YKL181W,YOL061W
Pentose phosphate pathway	R-SCE-71336	Reactome	YMR278W,YHR163W,YOR095C,YHR183W,YCR036W,YLR354C,YJL121C,YBL068W,YOL061W,YER099C,YHL011C,YKL181W,YNL241C
Effects of PIP2 hydrolysis	R-SCE-114508	Reactome	YBL105C
G beta:gamma signalling through PI3Kgamma	R-SCE-392451	Reactome	YHR205W,YKL126W,YPR165W,YOL100W
G-protein beta:gamma signalling	R-SCE-397795	Reactome	YHR205W,YKL126W,YPR165W,YOL100W
GPCR downstream signalling	R-SCE-388396	Reactome	YOR360C,YMR006C,YMR232W,YER020W,YMR008C,YKR055W,YBL105C,YIR006C,YLR310C,YHR005C,YBL016W,YOL011W,YBR028C,YGR040W,YCR038C,YNL090W,YHR030C,YPL268W,YNL084C,YNL012W,YOL100W,YPR165W,YKL126W,YHR205W,YBR109C,YGL179C,YIL118W,YAL024C
Signaling by GPCR	R-SCE-372790	Reactome	YOR360C,YMR006C,YMR232W,YER020W,YMR008C,YKR055W,YBL105C,YIR006C,YLR310C,YHR005C,YBL016W,YDR503C,YOL011W,YBR028C,YGR040W,YBR109C,YNL090W,YHR030C,YPL268W,YKL126W,YNL012W,YOL100W,YPR165W,YNL084C,YDR284C,YHR205W,YCR038C,YGL179C,YIL118W,YAL024C
Post-translational modification: synthesis of GPI-anchored proteins	R-SCE-163125	Reactome	YLL029W,YMR281W,YJL062W,YDR302W,YJL132W,YKL165C,YBR004C,YJL091C,YOR149C,YGL142C
Plasma lipoprotein assembly, remodeling, and clearance	R-SCE-174824	Reactome	YJR058C,YOL062C,YBL037W,YJR005W,YGL206C,YKL135C,YOL075C,YJR098C,YGR167W
Transport of small molecules	R-SCE-382551	Reactome	YMR054W,YOL075C,YBR294W,YBR241C,YBR086C,YDR135C,YBL030C,YGL104C,YOL103W,YNL003C,YOR085W,YGR281W,YOR332W,YKL135C,YLR348C,YCR075C,YKL188C,YGR287C,YJR005W,YOR270C,YLL043W,YIL172C,YGR055W,YEL051W,YJL221C,YPL147W,YHR175W,YHL036W,YAL026C,YKL209C,YLR447C,YFL054C,YOL119C,YLL048C,YHR039C-A,YDR270W,YJR106W,YGR020C,YGL006W,YMR243C,YKR093W,YBR085W,YDL185W,YLL015W,YGL167C,YDR352W,YGR167W,YHR026W,YPR003C,YDR456W,YML019W,YGL206C,YJL163C,YJL005W,YJL216C,YIL023C,YIL048W,YEL031W,YOR079C,YKL080W,YPR021C,YPL060W,YOR316C,YIL112W,YJR040W,YOR291W,YOL157C,YMR162C,YHR032W,YDR338C,YJR001W,YGR292W,YOR306C,YKR103W,YBR220C,YDL065C,YMR056C,YEL027W,YEL004W,YDR329C,YBR041W,YNL125C,YDR205W,YBL037W,YJR098C,YBR127C,YOR087W,YOL062C,YCL005W-A,YHL035C,YMR301C,YJR058C,YPR036W,YBR299W,YAL022C,YKL221W
Coenzyme A biosynthesis	R-SCE-196783	Reactome	YHR002W,YGR277C,YIL083C,YKL088W
Vitamin B5 (pantothenate) metabolism	R-SCE-199220	Reactome	YHR002W,YGR277C,YIL083C,YKL088W
glutamine biosynthesis	GLNSYN-PWY	YeastCyc	YPR035W
1D-<i>myo</i>-inositol hexakisphosphate biosynthesis I  (from Ins(1,4,5)P3)	PWY-6361	YeastCyc	YDR315C,YDR173C
Oxidative Stress Induced Senescence	R-SCE-2559580	Reactome	YKL049C,YLR362W,YBL002W,YEL009C,YOL012C,YNL030W,YBR112C,YBR009C,YLR113W,YJL128C,YDR224C
arginine biosynthesis	ARGSYNBSUB-PWY	YeastCyc	YJL071W,YMR062C,YOR303W,YJL130C,YHR018C,YJL088W,YJR109C,YER069W,YOL140W,YOL058W
D-galactose degradation V (Leloir pathway)	PWY66-422	YeastCyc	YKL127W,YMR105C,YBR020W,YBR018C,YBR019C
Glucuronidation	R-SCE-156588	Reactome	YKL035W,YLR189C
Hyaluronan metabolism	R-SCE-2142845	Reactome	YLL048C,YGR281W,YKR103W,YHL035C
protein <I>O</i>-mannosylation I (yeast)	PWY-7921	YeastCyc	YDR307W,YGL257C,YGR199W,YJR143C,YBR205W,YOR321W,YDL095W,YOR099W,YDL093W,YPR183W,YER001W,YAL023C,YDR483W,YIL014W
Pyrophosphate hydrolysis	R-SCE-71737	Reactome	YMR267W,YBR011C
Metabolism	R-SCE-1430728	Reactome	YBR177C,YAL012W,YHR163W,YAL044C,YJL155C,YMR165C,YER014W,YBR241C,YMR205C,YNL168C,YDR503C,YGR281W,YDL238C,YHR007C,YLR089C,YLR348C,YEL042W,YEL020C,Q0085,YBR097W,YGR194C,YMR009W,YDL166C,YEL029C,YDL246C,YJL070C,YPL262W,YKL151C,YML059C,YCL040W,YOR163W,YCR012W,YDL019C,YNL045W,YJR049C,YHR042W,YBR026C,YOR142W,YGR096W,YEL039C,YAL054C,YKR058W,YLL015W,YFR047C,YGL062W,YBR252W,YDR173C,YBR029C,YBR263W,YBR035C,YPR160W,YML035C,YDR019C,YBR019C,YPR193C,YMR006C,YDL192W,YJL134W,YJR057W,YDL004W,YJL166W,YGR240C,YPL033C,YLR377C,YGL205W,YDR376W,YHR208W,YPL271W,YHR073W,YJL172W,YOL136C,YOR221C,YDL142C,YKL024C,YHR123W,YKL126W,YLR209C,YLL027W,YNL267W,YPL061W,YDR454C,YGR010W,YLR438W,YJL052W,YJL088W,YDR226W,YJR105W,YKL033W-A,YLR305C,YLR426W,YGR277C,YGR155W,YJR090C,YNL130C,YGR267C,YNL128W,YJR159W,YLR180W,YML054C,YHR074W,YER027C,YJL146W,YBR244W,YOR196C,YMR246W,YPR020W,YLR027C,YLR345W,YGL159W,YBR284W,YHR018C,YHR002W,YGL126W,YOL075C,YBR104W,YJL130C,YDR135C,YKL035W,YOL061W,YGL104C,YOL011W,YLR240W,YER073W,YLR260W,YPL117C,YGR007W,YJL100W,YNL055C,YBL098W,YFL018C,YPL087W,YGR207C,Q0120,YJL054W,YOR237W,YAR042W,YER141W,YNL220W,YGR060W,YAL038W,YCL064C,YHR001W,YOR074C,YLR189C,YLR242C,YER069W,YJR148W,YDR147W,YER019W,YLR354C,YGR110W,YPL135W,YPR058W,YNL241C,YNL202W,YER023W,YER163C,YPL268W,YOR184W,YGL040C,YLR133W,YLR273C,YML004C,YMR210W,YDR315C,YPL240C,YPL145C,YDL045C,YLR163C,YJL153C,YOR245C,YKL085W,YIL045W,YNR043W,YHL018W,YPR118W,YGR204W,YOL065C,YOR095C,YEL038W,YIL083C,YCR026C,YHL011C,YNL280C,YMR110C,YKL117W,YLR446W,YOR178C,YHR024C,YML022W,YDR017C,YHR190W,YBR003W,YMR186W,YOR130C,YER099C,YOR171C,YLR174W,YMR278W,YMR207C,YLR359W,YMR217W,YER170W,YBR039W,YHR005C,YDL205C,YKL192C,YIL160C,YJR110W,YGL115W,YLR258W,YGL125W,YJR098C,YJL137C,YBR042C,YGR192C,YDR368W,YHR111W,YBL045C,YDR036C,YPR184W,YDR516C,Q0130,YOR241W,YDR044W,YLR056W,YPL069C,YKL181W,YEL016C,YOR175C,YIR037W,YDR071C,YLR432W,YJR073C,YHR183W,YNL012W,YGL067W,YBL099W,YGR208W,YER054C,YMR267W,YKR009C,YJR103W,YBR265W,YER043C,YDR232W,YGR124W,YOR251C,YJR048W,YJR025C,YER020W,YOR393W,YDR529C,YGR254W,YNL111C,YLR231C,YKL184W,YKL016C,YPL111W,YER183C,YKL026C,YKL212W,YNR050C,YJR078W,YCL017C,YHR072W,YOR374W,YBR111C,YPL059W,YPL176C,YDL168W,YIL134W,YJL163C,YDR236C,YKL106W,YOR356W,YGR152C,YOR136W,YKR053C,YDR208W,YPR004C,YOR176W,YOR109W,YOL049W,Q0105,YMR120C,YOR143C,YDL052C,YER005W,YIL009W,YML075C,YIL002C,YDR050C,YGR061C,YDL120W,YMR118C,YDR105C,YOL096C,YDR284C,YJL097W,YMR272C,YJR154W,YKR103W,YIL125W,YLR153C,YMR008C,YKL148C,YDR140W,YGR183C,YLR017W,YBR041W,YKL218C,YDR477W,YEL011W,YER178W,YJR019C,YDR047W,YOL003C,YNR001C,YNL071W,YOR320C,YGL001C,YBR291C,YJL060W,YOR100C,YPL252C,YPL172C,YPL095C,YNL037C,YPR140W,YDR287W,YJL046W,YML070W,YOL052C,YGL156W,YDR018C,YBR196C,YDL137W,YLR142W,YDL015C,YCR036W,YER015W,YIL155C,YJR121W,YDR502C,YLR245C,YNR016C,YLR070C,YPL147W,YKL215C,YBR084W,YGR202C,YKL127W,YLL048C,YEL024W,YKL067W,YBL105C,YJR009C,YPR145W,YMR323W,YML056C,YOR022C,YDR298C,YNR046W,YOL059W,YBL068W,YPR003C,YBR011C,YHR205W,YGR037C,YPL091W,YBL039C,YDL178W,YPR113W,YOR323C,YLL041C,YLR118C,YKL088W,YLR410W,YPR069C,YDR465C,YML042W,YHL035C,YPL281C,YFR044C,YOR040W,YKR003W,YFR033C,YOR298W,YEL066W,YPR035W,YDL022W,YPR021C,YGR244C,YML126C,YBR221C,YHR174W,YLR239C,YOR256C,YJL121C,YMR208W,YKL008C,YMR189W,YJL167W,YER048W-A,YGR175C,YNL092W,YNL200C,YLR058C,YNR012W,YDR111C,YBR109C,YJR126C,YKL001C,YNL106C,YGL253W,YLR299W,YJR069C,YHL032C,YNR041C,YJL068C,YDR148C,YHR046C,YHR216W,YOR278W,YKR031C,YDL114W,YDL141W,YHL003C,YPR139C,YPL078C,YIL114C,YGL234W,YOR347C,YHL021C,YLR304C,YFR053C,YOR065W,YOR297C,YIL049W,YDR294C,YFR015C,YDR319C,YOR317W,YPR067W,YLR328W
Ca2+ pathway	R-SCE-4086398	Reactome	YML057W,YBR109C,YKL190W,YLR433C
Beta-catenin independent WNT signaling	R-SCE-3858494	Reactome	YML057W,YBR109C,YKL190W,YLR433C
Transport and synthesis of PAPS	R-SCE-174362	Reactome	YPR003C,YKL001C
Glycosaminoglycan metabolism	R-SCE-1630316	Reactome	YLL048C,YPR003C,YKR103W,YGR281W,YHL035C,YKL001C
phosphopantothenate biosynthesis	PANTO-PWY	YeastCyc	YHR063C,YDR531W,YIL145C,YBR176W
NAD/NADP-NADH/NADPH mitochondrial interconversion	PWY-7269-YEAST	YeastCyc	YOR374W,YPL188W,YMR145C,YEL041W,YMR110C,YJR049C,YMR170C,YDL085W,YPL061W,YER073W,YMR169C,YML120C
very long chain fatty acid biosynthesis	PWY-7036	YeastCyc	YBR159W,YDL015C,YLR372W,YCR034W,YJL097W
Synthesis of Dolichyl-phosphate	R-SCE-446199	Reactome	YNR043W,YBR002C,YDL193W,YGR036C,YMR013C,YIL049W
Recycling pathway of L1	R-SCE-437239	Reactome	YJR058C,YOL062C,YBL037W,YJR005W,YGL206C,YGR040W,YKL135C,YBL016W,YGR167W
L1CAM interactions	R-SCE-373760	Reactome	YOR231W,YJR058C,YPL140C,YOL062C,YBL037W,YJR005W,YGL206C,YGR040W,YKL135C,YBL016W,YDL159W,YGR167W
TP53 Regulates Metabolic Genes	R-SCE-5628897	Reactome	YDR453C,YML028W,YBR196C,YNL241C,YPL091W
Axon guidance	R-SCE-422475	Reactome	YOR231W,YDL159W,YPL140C,YOL062C,YBR028C,YBL037W,YJR005W,YGL206C,YGR040W,YJR058C,YKL135C,YBL016W,YGR167W
Nervous system development	R-SCE-9675108	Reactome	YOR231W,YDL159W,YPL140C,YOL062C,YBR028C,YBL037W,YJR005W,YGL206C,YGR040W,YJR058C,YKL135C,YBL016W,YGR167W
Signaling by Hippo	R-SCE-2028269	Reactome	YFL034C-B,YIL106W,YGR092W,YPR111W
Senescence-Associated Secretory Phenotype (SASP)	R-SCE-2559582	Reactome	YHR030C,YGR040W,YBL016W,YBR028C
Cellular Senescence	R-SCE-2559583	Reactome	YBL016W,YKL049C,YLR362W,YBR028C,YBL002W,YHR030C,YBL008W,YBR215W,YGR040W,YEL009C,YJR140C,YOL012C,YNL030W,YBR112C,YBR009C,YLR113W,YJL128C,YJL115W,YDR224C
Vitamins B6 activation to pyridoxal phosphate	R-SCE-964975	Reactome	YEL029C,YBR035C
Formation of xylulose-5-phosphate	R-SCE-5661270	Reactome	YGR194C,YJR159W,YLR070C,YDR368W,YDL246C
Cleavage of the damaged purine	R-SCE-110331	Reactome	YML060W
TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	R-SCE-6803204	Reactome	YLR193C,YKL053C-A,YLR168C
sphingolipid biosynthesis	SPHINGOLIPID-SYN-PWY	YeastCyc	YKL004W,YPL057C,YDR072C,YBR036C,YBR265W,YBR161W,YMR298W,YKL008C,YDR297W,YDR062W,YMR296C,YMR272C,YHL003C,YDR367W
MyD88-independent TLR4 cascade 	R-SCE-166166	Reactome	YNL167C,YBL016W,YER045C,YBR028C,YAL016W,YDL188C,YGR040W,YEL009C,YHR030C,YJL128C,YOR014W,YLR113W,YIL036W,YDL134C
Depurination	R-SCE-73927	Reactome	YML060W
Cobalamin (Cbl, vitamin B12) transport and metabolism	R-SCE-196741	Reactome	YDR135C
Formation of the cornified envelope	R-SCE-6809371	Reactome	YLR020C,YLL012W
Lysosomal oligosaccharide catabolism	R-SCE-8853383	Reactome	YGL156W
Metabolism of carbohydrates	R-SCE-71387	Reactome	YAL038W,YHR163W,YKR103W,YCR012W,YMR323W,YMR278W,YEL011W,YKL106W,YOR393W,YBR241C,YPL281C,YBR291C,YFR015C,YBL068W,YKL035W,YOL061W,YGL104C,YKL127W,YHR183W,YOR095C,YJL155C,YLR354C,YPR021C,YGR281W,YLR377C,YBR196C,YGL156W,YGR240C,YJR009C,YGR254W,YLR258W,YLR348C,YHL011C,YOR347C,YNL241C,YJL137C,YHR174W,YMR205C,YOR320C,YOL136C,YCR036W,YLR446W,YOR178C,YJL121C,YER054C,YGR192C,YDR516C,YDR368W,YFR053C,YDR050C,YGR194C,YHL035C,YLR273C,YPR184W,YLR070C,YCL040W,YPR003C,YKL001C,YLR027C,YLR345W,YML070W,YJL052W,YJL146W,YPR160W,YLL048C,YJR159W,YGL253W,YKR058W,YGL062W,YDL246C,YER099C,YKL085W,YKL181W,YIL045W,YBR019C
Hedgehog ligand biogenesis	R-SCE-5358346	Reactome	YBR201W,YKR094C,YIL148W,YDL126C,YDR057W,YOL013C,YLR207W,YLL039C,YLR167W
Signaling by Hedgehog	R-SCE-5358351	Reactome	YBR201W,YKR094C,YIL148W,YDL126C,YDR057W,YOL013C,YLR207W,YLL039C,YLR167W
Synthesis of UDP-N-acetyl-glucosamine	R-SCE-446210	Reactome	YDL103C,YFL017C,YKL104C,YEL058W,YMR084W,YMR085W
hexaprenyl diphosphate biosynthesis	HEXPPSYN-PWY-1	YeastCyc	YBR003W,YJL167W,YPL117C
TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	R-SCE-6803205	Reactome	YOR370C,YJL031C,YPR176C
TP53 Regulates Transcription of Cell Death Genes	R-SCE-5633008	Reactome	YLR193C,YPR176C,YLR168C,YJL031C,YOR370C,YKL053C-A
superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	PWY-5910	YeastCyc	YNR043W,YJL167W,YMR220W,YLR450W,YML126C,YML075C,YPL069C,YMR208W,YPL028W,YPL117C
Integrin signaling	R-SCE-354192	Reactome	YAL024C,YCR038C,YGR152C,YLR310C
Synthesis of GDP-mannose	R-SCE-446205	Reactome	YFL045C,YER003C
TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	R-SCE-6804115	Reactome	YMR036C,YMR001C
TP53 Regulates Transcription of Cell Cycle Genes	R-SCE-6791312	Reactome	YMR036C,YMR001C
Lysosome Vesicle Biogenesis	R-SCE-432720	Reactome	YPL259C,YLR170C,YGL206C,YPR029C,YKL135C,YGR167W
superpathway of chorismate metabolism	ALL-CHORISMATE-YEAST-PWY	YeastCyc	YOR125C,YOL096C,YML110C,YGR255C,YDR035W,YGL148W,YNR041C,YBR249C,YDR127W
Release of apoptotic factors from the mitochondria	R-SCE-111457	Reactome	YJR048W,YEL039C
Apoptotic factor-mediated response	R-SCE-111471	Reactome	YJR048W,YEL039C
Synthesis of dolichyl-phosphate-glucose	R-SCE-480985	Reactome	YPL227C
Synthesis of substrates in N-glycan biosythesis	R-SCE-446219	Reactome	YNR043W,YDL103C,YFL045C,YBR002C,YDL193W,YMR085W,YGR036C,YPL227C,YIL049W,YEL058W,YMR013C,YER003C,YFL017C,YMR084W,YKL104C
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	R-SCE-446193	Reactome	YNR043W,YBR110W,YKL104C,YNL219C,YBR243C,YBR002C,YGR036C,YEL058W,YMR013C,YNR030W,YMR085W,YGL065C,YFL045C,YOR067C,YDL193W,YBL082C,YER003C,YOR002W,YIL049W,YPL227C,YDL103C,YMR084W,YFL017C
fatty acid biosynthesis (concise)	PWY-5970	YeastCyc	YKL182W,YPL231W
glutathione biosynthesis	GLUTATHIONESYN-PWY	YeastCyc	YJL101C,YOL049W
adenosine nucleotides <i>de novo</i> biosynthesis	PWY-6126	YeastCyc	YDR226W,YLR359W,YNL220W,YER170W
CLEC7A (Dectin-1) induces NFAT activation	R-SCE-5607763	Reactome	YML057W,YBR109C,YKL190W,YLR433C
Biotin transport and metabolism	R-SCE-196780	Reactome	YGL062W,YNR016C,YMR207C,YDL141W
RA biosynthesis pathway	R-SCE-5365859	Reactome	YPL033C,YDL114W,YNL181W,YDL168W,YKL107W,YLR426W
Signaling by Retinoic Acid	R-SCE-5362517	Reactome	YPL033C,YDL114W,YNL181W,YDL168W,YKL107W,YLR426W
Ac/N-end rule pathway	PWY-7800	YeastCyc	YLR244C,YPR131C,YDL040C,YOR253W,YHR013C,YCR020C-A,YBL091C,YPR051W,YGR147C,YOL076W,YEL053C
